file_name,damage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0029929_sc-225700.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0030661_sc-173956.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0030661_sc-173956.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0030762_sc-229985.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0031722_sc-130933.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0031722_sc-130933.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0031722_sc-130933.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0032627_as-7542464.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0033766_as-3211254.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034157_sc-207940.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034183_sc-153279.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034390_as-0100039.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034390_as-0100039.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034391_as-0100039.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034393_as-0100039.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034393_as-0100039.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0034815_sc-143978.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0035048_sc-136352.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0035048_sc-136352.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0035392_sc-129581.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0035820_as-2937017.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037437_as-3018983.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037818_as-0098380.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037818_as-0098380.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037818_as-0098380.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037819_as-0098380.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037819_as-0098380.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037819_as-0098380.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037819_as-0098380.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037951_sc-225196.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037952_sc-225196.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0037952_sc-225196.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0038205_as-3341421.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0038205_as-3341421.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0038755_as-0099519.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0038755_as-0099519.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0038755_as-0099519.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0038755_as-0099519.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039087_sc-174001.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039087_sc-174001.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039087_sc-174001.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039195_sc-152350.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039195_sc-152350.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039195_sc-152350.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039196_sc-152350.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039196_sc-152350.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039196_sc-152350.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039197_sc-152350.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039197_sc-152350.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039197_sc-152350.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039197_sc-152350.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039708_sc-186609.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0039708_sc-186609.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0040215_sc-167972.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0040387_sc-192799.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0040411_sc-168509.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0040468_sc-134358.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0042439_sc-116392.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0042580_as-2765984.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0042640_as-2770598.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0042640_as-2770598.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0042640_as-2770598.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0044167_sc-133297.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0044168_sc-133297.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0045704_as-3259707.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0046585_as-2939014.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0046585_as-2939014.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0046585_as-2939014.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0046600_sc-109869.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0047038_as-3200007.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0047529_sc-174233.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0047529_sc-174233.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0047887_as-2954221.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0048368_sc-150045.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0048891_as-3250312.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049071_sc-179215.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049372_as-0098423.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049372_as-0098423.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049372_as-0098423.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049372_as-0098423.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049373_as-0098423.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049373_as-0098423.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049373_as-0098423.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049373_as-0098423.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049374_as-0098423.jpg,Crushed
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049374_as-0098423.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049374_as-0098423.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049374_as-0098423.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049741_as-0098719.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049741_as-0098719.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049741_as-0098719.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049742_as-0098719.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049742_as-0098719.jpg,Separated
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049742_as-0098719.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049743_as-0098719.jpg,Breakage
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0049743_as-0098719.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0050009_sc-226443.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0050068_sc-186556.jpg,Scratched
gs://cloud-ai-platform-47475281-7e75-4d8c-8da0-2ca9f059cd1a/TS_damage/0050387_sc-211486.jpg,Scratched
